unique_key,mean_compound,max_compound,min_compound,mean_positive,max_positive,min_positive,mean_negative,max_negative,min_negative,mean_neutral,max_neutral,min_neutral
PG2022-04-08,0.4889,0.5563,0.4215,0.0945,0.098,0.091,0.0,0.0,0.0,0.9055,0.909,0.902
PG2022-04-09,0.3612,0.3612,0.3612,0.143,0.143,0.143,0.075,0.075,0.075,0.782,0.782,0.782
PG2022-04-10,0.73985,0.9169,0.5267,0.2175,0.387,0.093,0.0255,0.102,0.0,0.757,0.907,0.511
PG2022-04-11,-0.462,0.743,-0.8074,0.08085714285714286,0.201,0.043,0.182,0.252,0.0,0.737,0.806,0.702
PG2022-04-12,-0.198,0.5003,-0.9201,0.07675,0.161,0.0,0.15175,0.327,0.055,0.7715,0.869,0.673
PG2022-04-13,-0.06239999999999998,0.4019,-0.5267,0.0815,0.085,0.078,0.1175,0.235,0.0,0.8015000000000001,0.922,0.681
PG2022-04-14,0.14165,0.3612,0.0,0.03825,0.075,0.0,0.0,0.0,0.0,0.96175,1.0,0.925
PG2022-04-15,0.019874999999999976,0.4215,-0.6124,0.042249999999999996,0.091,0.0,0.037500000000000006,0.1,0.0,0.92025,0.95,0.9
PYPL2022-03-14,0.2732,0.2732,0.2732,0.065,0.065,0.065,0.0,0.0,0.0,0.935,0.935,0.935
PYPL2022-03-15,-0.4392666666666667,0.0,-0.7184,0.0,0.0,0.0,0.09633333333333334,0.189,0.0,0.9036666666666667,1.0,0.811
PYPL2022-03-16,0.018475000000000005,0.7579,-0.4404,0.08275,0.165,0.0,0.07025,0.116,0.0,0.847,0.884,0.816
PYPL2022-03-17,0.29485,0.8834,0.0,0.08725,0.288,0.0,0.008,0.032,0.0,0.9047499999999999,1.0,0.68
PYPL2022-03-18,0.24195,0.7783,-0.2944,0.076,0.152,0.0,0.034,0.068,0.0,0.89,0.932,0.848
PYPL2022-03-20,-0.07949999999999999,0.1027,-0.2617,0.061,0.122,0.0,0.0685,0.082,0.055,0.87,0.945,0.795
PYPL2022-03-21,0.3189,0.765,0.0,0.07200000000000001,0.197,0.0,0.0,0.0,0.0,0.928,1.0,0.803
PYPL2022-03-22,0.0018571428571428508,0.6908,-0.2755,0.045571428571428575,0.249,0.0,0.04228571428571428,0.093,0.0,0.9119999999999999,1.0,0.658
PYPL2022-03-23,0.05485,0.4588,-0.4417,0.0485,0.088,0.0,0.035,0.14,0.0,0.91675,1.0,0.799
PYPL2022-03-24,0.3083,0.6166,0.0,0.07,0.14,0.0,0.0,0.0,0.0,0.9299999999999999,1.0,0.86
PYPL2022-03-25,0.016949999999999965,0.7845,-0.7506,0.134,0.214,0.054,0.1055,0.211,0.0,0.7605,0.786,0.735
PYPL2022-03-27,-0.4404,-0.4404,-0.4404,0.0,0.0,0.0,0.079,0.079,0.079,0.921,0.921,0.921
PYPL2022-03-28,0.30789999999999995,0.8126,0.0,0.08259999999999999,0.179,0.0,0.0262,0.131,0.0,0.8911999999999999,1.0,0.754
PYPL2022-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
PYPL2022-03-30,0.22025,0.7563,-0.4404,0.122,0.219,0.0,0.0515,0.086,0.0,0.827,0.914,0.758
PYPL2022-03-31,0.13026,0.7615,-0.4404,0.1232,0.25,0.0,0.0706,0.167,0.0,0.806,0.923,0.682
PYPL2022-04-01,0.430175,0.765,0.0,0.10325000000000001,0.202,0.0,0.0,0.0,0.0,0.8967499999999999,1.0,0.798
PYPL2022-04-03,-0.47425,0.0,-0.9485,0.0245,0.049,0.0,0.163,0.326,0.0,0.8125,1.0,0.625
PYPL2022-04-04,-0.5049333333333333,0.0,-0.7964,0.009333333333333334,0.028,0.0,0.10599999999999998,0.172,0.0,0.8846666666666666,1.0,0.8
PYPL2022-04-05,0.03517500000000001,0.8516,-0.3818,0.09975,0.215,0.039,0.07175000000000001,0.137,0.0,0.8285,0.89,0.785
PYPL2022-04-06,0.17116666666666663,0.7906,-0.4724,0.09133333333333334,0.205,0.0,0.04622222222222223,0.138,0.0,0.8623333333333334,1.0,0.795
PYPL2022-04-07,0.07713333333333333,0.4939,-0.4404,0.08866666666666667,0.142,0.0,0.07566666666666666,0.091,0.059,0.8356666666666667,0.909,0.799
PYPL2022-04-08,0.6,0.6745,0.5255,0.151,0.181,0.121,0.0235,0.047,0.0,0.8255,0.879,0.772
PYPL2022-04-09,0.28595,0.5719,0.0,0.0575,0.115,0.0,0.0,0.0,0.0,0.9425,1.0,0.885
PYPL2022-04-10,-0.3421,-0.3421,-0.3421,0.067,0.067,0.067,0.13,0.13,0.13,0.803,0.803,0.803
PYPL2022-04-11,0.4215,0.4215,0.4215,0.182,0.182,0.182,0.086,0.086,0.086,0.732,0.732,0.732
PYPL2022-04-12,0.1589,0.4767,0.0,0.029333333333333333,0.088,0.0,0.0,0.0,0.0,0.9706666666666667,1.0,0.912
PYPL2022-04-13,0.3172428571428571,0.7845,-0.1796,0.09128571428571429,0.177,0.0,0.03271428571428572,0.069,0.0,0.8761428571428571,1.0,0.757
PYPL2022-04-14,0.41454,0.8591,-0.2023,0.13520000000000001,0.259,0.071,0.019200000000000002,0.096,0.0,0.8455999999999999,0.927,0.741
PYPL2022-04-15,0.33575,0.4215,0.25,0.0935,0.109,0.078,0.0285,0.057,0.0,0.8775,0.922,0.833
QCOM2022-03-14,0.4767,0.4767,0.4767,0.12,0.12,0.12,0.0,0.0,0.0,0.88,0.88,0.88
QCOM2022-03-15,0.48533333333333334,0.8074,0.0,0.12366666666666666,0.229,0.0,0.0,0.0,0.0,0.8763333333333333,1.0,0.771
QCOM2022-03-17,0.10779999999999999,0.7402,-0.4168,0.065,0.195,0.0,0.024999999999999998,0.075,0.0,0.91,1.0,0.805
QCOM2022-03-18,-0.2844666666666667,0.0,-0.7003,0.0,0.0,0.0,0.07366666666666666,0.172,0.0,0.9263333333333333,1.0,0.828
QCOM2022-03-19,-0.819,-0.819,-0.819,0.0,0.0,0.0,0.221,0.221,0.221,0.779,0.779,0.779
QCOM2022-03-20,0.8481,0.8481,0.8481,0.235,0.235,0.235,0.0,0.0,0.0,0.765,0.765,0.765
QCOM2022-03-21,-0.43335,-0.34,-0.5267,0.0,0.0,0.0,0.0925,0.106,0.079,0.9075,0.921,0.894
QCOM2022-03-22,-0.026359999999999995,0.25,-0.3818,0.038,0.113,0.0,0.0304,0.152,0.0,0.9315999999999999,1.0,0.735
QCOM2022-03-23,-0.12040000000000001,0.0,-0.3612,0.019333333333333334,0.058,0.0,0.03266666666666667,0.098,0.0,0.948,1.0,0.844
QCOM2022-03-24,0.29286666666666666,0.4767,0.0,0.06933333333333334,0.132,0.0,0.0,0.0,0.0,0.9306666666666666,1.0,0.868
QCOM2022-03-25,0.46715,0.4939,0.4404,0.1235,0.161,0.086,0.0325,0.065,0.0,0.8440000000000001,0.914,0.774
QCOM2022-03-26,-0.2263,-0.2263,-0.2263,0.076,0.076,0.076,0.102,0.102,0.102,0.822,0.822,0.822
QCOM2022-03-27,0.4404,0.4404,0.4404,0.146,0.146,0.146,0.065,0.065,0.065,0.789,0.789,0.789
QCOM2022-03-28,-0.0031000000000000103,0.4215,-0.8126,0.05399999999999999,0.091,0.0,0.061,0.183,0.0,0.8850000000000001,0.929,0.817
QCOM2022-03-29,0.34497500000000003,0.743,0.0,0.08249999999999999,0.207,0.0,0.0,0.0,0.0,0.9175,1.0,0.793
QCOM2022-03-30,0.07655,0.1531,0.0,0.0215,0.043,0.0,0.0,0.0,0.0,0.9784999999999999,1.0,0.957
QCOM2022-03-31,0.2424666666666667,0.5994,0.0,0.07866666666666666,0.159,0.0,0.02033333333333333,0.061,0.0,0.9013333333333332,1.0,0.841
QCOM2022-04-01,0.12498000000000001,0.6249,0.0,0.0428,0.15,0.0,0.0128,0.064,0.0,0.9443999999999999,1.0,0.85
QCOM2022-04-02,0.7783,0.7783,0.7783,0.207,0.207,0.207,0.0,0.0,0.0,0.793,0.793,0.793
QCOM2022-04-04,0.11981666666666667,0.4588,-0.7184,0.06183333333333333,0.121,0.0,0.030916666666666665,0.164,0.0,0.90725,1.0,0.783
QCOM2022-04-05,0.1318625,0.6808,-0.6486,0.083,0.24,0.0,0.046875,0.146,0.0,0.870125,1.0,0.689
QCOM2022-04-06,0.0899,0.3818,-0.3182,0.035250000000000004,0.08,0.0,0.01725,0.069,0.0,0.9475,1.0,0.92
QCOM2022-04-07,0.10115,0.2023,0.0,0.0245,0.049,0.0,0.0,0.0,0.0,0.9755,1.0,0.951
QCOM2022-04-08,0.068,0.34,0.0,0.014799999999999999,0.074,0.0,0.0,0.0,0.0,0.9852000000000001,1.0,0.926
QCOM2022-04-09,0.6908,0.6908,0.6908,0.151,0.151,0.151,0.0,0.0,0.0,0.849,0.849,0.849
QCOM2022-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
QCOM2022-04-11,0.482325,0.6908,0.0015,0.139,0.151,0.069,0.034375,0.138,0.0,0.8266249999999999,0.931,0.711
QCOM2022-04-12,0.4123666666666666,0.7783,0.0,0.09633333333333334,0.201,0.0,0.0,0.0,0.0,0.9036666666666667,1.0,0.799
QCOM2022-04-13,0.24914999999999998,0.296,0.2023,0.062,0.066,0.058,0.0,0.0,0.0,0.938,0.942,0.934
QCOM2022-04-14,0.095175,0.4019,-0.3612,0.04125,0.083,0.0,0.0175,0.07,0.0,0.94125,1.0,0.917
QCOM2022-04-15,0.22016666666666665,0.6605,0.0,0.04699999999999999,0.141,0.0,0.0,0.0,0.0,0.953,1.0,0.859
T2022-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
T2022-03-15,0.08538333333333332,0.4019,-0.4939,0.057999999999999996,0.103,0.0,0.052333333333333336,0.119,0.0,0.89,1.0,0.807
T2022-03-16,-0.18745,0.0,-0.5423,0.03133333333333333,0.128,0.0,0.06983333333333334,0.168,0.0,0.8988333333333333,1.0,0.704
T2022-03-17,0.1767625,0.8913,-0.4767,0.072,0.273,0.0,0.015,0.12,0.0,0.913,1.0,0.727
T2022-03-18,-0.1486,0.0,-0.743,0.0,0.0,0.0,0.0368,0.184,0.0,0.9632,1.0,0.816
T2022-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
T2022-03-21,0.4379,0.8758,0.0,0.1255,0.251,0.0,0.0135,0.027,0.0,0.861,1.0,0.722
T2022-03-22,-0.245675,0.0,-0.5423,0.01225,0.049,0.0,0.057749999999999996,0.143,0.0,0.93025,1.0,0.809
T2022-03-23,0.1849,0.3818,-0.0387,0.05114285714285714,0.091,0.0,0.014142857142857143,0.06,0.0,0.9347142857142857,1.0,0.849
T2022-03-24,0.18872,0.6808,-0.3182,0.0906,0.203,0.0,0.0482,0.131,0.0,0.8612,0.965,0.718
T2022-03-25,-0.2901,-0.2901,-0.2901,0.0,0.0,0.0,0.083,0.083,0.083,0.917,0.917,0.917
T2022-03-26,-0.2263,-0.2263,-0.2263,0.042,0.042,0.042,0.067,0.067,0.067,0.891,0.891,0.891
T2022-03-28,0.32389999999999997,0.4215,0.2263,0.081,0.109,0.053,0.0,0.0,0.0,0.919,0.947,0.891
T2022-03-29,0.10115,0.2023,0.0,0.029,0.058,0.0,0.0,0.0,0.0,0.971,1.0,0.942
T2022-03-30,0.19977142857142857,0.8176,-0.25,0.08171428571428573,0.262,0.0,0.027,0.086,0.0,0.8912857142857142,1.0,0.738
T2022-03-31,0.2294,0.4588,0.0,0.0555,0.111,0.0,0.0,0.0,0.0,0.9445,1.0,0.889
T2022-04-01,0.1366,0.2732,0.0,0.036,0.072,0.0,0.0,0.0,0.0,0.964,1.0,0.928
T2022-04-02,0.1655,0.1655,0.1655,0.098,0.098,0.098,0.054,0.054,0.054,0.848,0.848,0.848
T2022-04-03,-0.2732,-0.2732,-0.2732,0.0,0.0,0.0,0.057,0.057,0.057,0.943,0.943,0.943
T2022-04-04,0.025400000000000002,0.0762,0.0,0.014333333333333332,0.043,0.0,0.0,0.0,0.0,0.9856666666666666,1.0,0.957
T2022-04-05,0.046299999999999966,0.5267,-0.7233,0.0555,0.124,0.0,0.0475,0.19,0.0,0.897,1.0,0.81
T2022-04-06,-0.1858,0.0,-0.5574,0.0,0.0,0.0,0.043000000000000003,0.129,0.0,0.957,1.0,0.871
T2022-04-07,0.23408333333333334,0.8807,-0.5267,0.09100000000000001,0.303,0.0,0.01916666666666667,0.115,0.0,0.8898333333333334,1.0,0.697
T2022-04-08,0.08346666666666668,0.4767,-0.2263,0.029333333333333333,0.088,0.0,0.02,0.06,0.0,0.9506666666666667,1.0,0.912
T2022-04-09,-0.09540000000000001,0.34,-0.5308,0.0765,0.089,0.064,0.0635,0.127,0.0,0.8600000000000001,0.936,0.784
T2022-04-11,0.493525,0.5994,0.4404,0.1035,0.122,0.086,0.0,0.0,0.0,0.8965000000000001,0.914,0.878
T2022-04-12,0.35779999999999995,0.4215,0.25,0.075,0.088,0.059,0.0,0.0,0.0,0.9249999999999999,0.941,0.912
T2022-04-13,0.107275,0.4291,0.0,0.025,0.1,0.0,0.012,0.048,0.0,0.96275,1.0,0.851
T2022-04-14,-0.099375,0.4404,-0.4767,0.01725,0.069,0.0,0.040749999999999995,0.086,0.0,0.9420000000000001,1.0,0.914
TMO2022-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
TMO2022-03-16,0.3612,0.3612,0.3612,0.079,0.079,0.079,0.0,0.0,0.0,0.921,0.921,0.921
TMO2022-03-17,0.5117333333333334,0.9493,0.0,0.17233333333333334,0.424,0.0,0.026333333333333334,0.079,0.0,0.8013333333333333,1.0,0.497
TMO2022-03-18,0.4642,0.9493,0.0,0.13985714285714285,0.424,0.0,0.019857142857142858,0.079,0.0,0.8402857142857142,1.0,0.497
TMO2022-03-19,0.5793444444444444,0.9493,-0.6124,0.19144444444444444,0.424,0.092,0.044444444444444446,0.228,0.0,0.764,0.907,0.497
TMO2022-03-20,0.5278999999999999,0.7615,0.3818,0.131,0.163,0.109,0.028333333333333332,0.045,0.0,0.8406666666666668,0.879,0.797
TMO2022-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
TMO2022-03-22,0.3182,0.3182,0.3182,0.071,0.071,0.071,0.0,0.0,0.0,0.929,0.929,0.929
TMO2022-03-23,0.22755714285714285,0.8305,-0.6478,0.08957142857142857,0.205,0.0,0.039,0.208,0.0,0.8714285714285713,1.0,0.72
TMO2022-03-24,0.6083666666666666,0.743,0.3818,0.12933333333333333,0.16,0.075,0.0,0.0,0.0,0.8706666666666667,0.925,0.84
TMO2022-03-25,0.5938399999999999,0.9451,0.0,0.184,0.343,0.0,0.0178,0.089,0.0,0.7982,1.0,0.657
TMO2022-03-26,0.4366555555555556,0.7906,0.0,0.134,0.231,0.0,0.03144444444444445,0.14,0.0,0.8344444444444444,1.0,0.646
TMO2022-03-27,0.23835,0.4767,0.0,0.066,0.132,0.0,0.0,0.0,0.0,0.9339999999999999,1.0,0.868
TMO2022-03-28,0.6486,0.6486,0.6486,0.142,0.142,0.142,0.0,0.0,0.0,0.858,0.858,0.858
TMO2022-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
TMO2022-03-30,-0.0578,0.2732,-0.4466,0.019333333333333334,0.058,0.0,0.026333333333333334,0.079,0.0,0.9543333333333334,1.0,0.921
TMO2022-03-31,0.12363333333333333,0.743,-0.8055,0.08850000000000001,0.215,0.0,0.058666666666666666,0.209,0.0,0.8528333333333333,0.921,0.785
TMO2022-04-01,0.68735,0.9343,0.4404,0.1935,0.279,0.108,0.0,0.0,0.0,0.8065,0.892,0.721
TMO2022-04-02,-0.12620000000000003,0.8271,-0.8658,0.0686,0.194,0.0,0.1192,0.251,0.0,0.8122,1.0,0.749
TMO2022-04-03,-0.258,-0.1548,-0.3612,0.0275,0.055,0.0,0.0685,0.069,0.068,0.904,0.932,0.876
TMO2022-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
TMO2022-04-06,0.19995,0.5859,-0.186,0.105,0.151,0.059,0.0395,0.079,0.0,0.8554999999999999,0.862,0.849
TMO2022-04-07,0.39137500000000003,0.8481,-0.0772,0.126,0.211,0.066,0.04625,0.075,0.0,0.82775,0.859,0.746
TMO2022-04-08,0.4767,0.4767,0.4767,0.102,0.102,0.102,0.0,0.0,0.0,0.898,0.898,0.898
TMO2022-04-09,0.29588333333333333,0.5859,0.0,0.10433333333333333,0.194,0.0,0.029333333333333333,0.126,0.0,0.8664999999999999,1.0,0.743
TMO2022-04-10,0.408375,0.9331,-0.7717,0.17975,0.299,0.061,0.05425,0.217,0.0,0.76625,0.821,0.701
TMO2022-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
TMO2022-04-12,0.020100000000000007,0.7506,-0.8434,0.10666666666666667,0.158,0.079,0.11933333333333333,0.298,0.0,0.774,0.861,0.619
TMO2022-04-13,-0.3715,0.0,-0.743,0.0,0.0,0.0,0.1005,0.201,0.0,0.8995,1.0,0.799
TMO2022-04-14,0.5292,0.6369,0.4215,0.14550000000000002,0.151,0.14,0.0395,0.079,0.0,0.8145,0.86,0.769
TMO2022-04-15,0.8948,0.8948,0.8948,0.252,0.252,0.252,0.0,0.0,0.0,0.748,0.748,0.748
TSLA2022-03-14,0.2249,0.2249,0.2249,0.085,0.085,0.085,0.0,0.0,0.0,0.915,0.915,0.915
TSLA2022-03-15,0.285425,0.743,0.0,0.07975,0.197,0.0,0.020749999999999998,0.047,0.0,0.8995,1.0,0.767
TSLA2022-03-17,-0.10655000000000003,0.2975,-0.5106,0.086,0.112,0.06,0.1025,0.15,0.055,0.8115,0.833,0.79
TSLA2022-03-18,0.33525,0.6705,0.0,0.0665,0.133,0.0,0.0,0.0,0.0,0.9335,1.0,0.867
TSLA2022-03-21,0.3825,0.765,0.0,0.0985,0.197,0.0,0.0,0.0,0.0,0.9015,1.0,0.803
TSLA2022-03-22,0.6884333333333332,0.7351,0.6597,0.16366666666666665,0.167,0.159,0.011666666666666667,0.035,0.0,0.8246666666666668,0.841,0.8
TSLA2022-03-23,0.3842,0.6486,-0.0289,0.1105,0.178,0.075,0.0385,0.103,0.0,0.85075,0.925,0.771
TSLA2022-03-24,0.296,0.296,0.296,0.055,0.055,0.055,0.0,0.0,0.0,0.945,0.945,0.945
TSLA2022-03-25,0.41135,0.5267,0.296,0.0725,0.086,0.059,0.0,0.0,0.0,0.9275,0.941,0.914
TSLA2022-03-26,-0.891,-0.891,-0.891,0.0,0.0,0.0,0.238,0.238,0.238,0.762,0.762,0.762
TSLA2022-03-27,-0.3182,-0.3182,-0.3182,0.0,0.0,0.0,0.069,0.069,0.069,0.931,0.931,0.931
TSLA2022-03-28,0.47585714285714287,0.872,0.0,0.1315714285714286,0.236,0.0,0.01842857142857143,0.065,0.0,0.85,1.0,0.752
TSLA2022-03-29,0.36315,0.7579,0.0,0.08975,0.173,0.0,0.01375,0.055,0.0,0.8965,1.0,0.821
TSLA2022-03-30,0.23,0.7964,-0.1027,0.06825,0.224,0.0,0.0105,0.042,0.0,0.9212499999999999,1.0,0.776
TSLA2022-03-31,0.0244,0.1759,-0.1027,0.06,0.12,0.0,0.048666666666666664,0.075,0.0,0.8913333333333333,1.0,0.804
TSLA2022-04-01,0.5648333333333334,0.7964,0.2732,0.155,0.231,0.057,0.014666666666666666,0.044,0.0,0.8303333333333334,0.943,0.769
TSLA2022-04-02,0.4767,0.4767,0.4767,0.088,0.088,0.088,0.0,0.0,0.0,0.912,0.912,0.912
TSLA2022-04-03,-0.5106,-0.5106,-0.5106,0.075,0.075,0.075,0.149,0.149,0.149,0.776,0.776,0.776
TSLA2022-04-04,0.2723,0.6486,-0.1779,0.07883333333333332,0.155,0.0,0.015666666666666666,0.049,0.0,0.9055,1.0,0.845
TSLA2022-04-05,0.18365,0.8074,-0.3818,0.083875,0.211,0.0,0.028375,0.137,0.0,0.887875,1.0,0.789
TSLA2022-04-06,0.09025714285714284,0.7845,-0.6369,0.07628571428571429,0.208,0.0,0.05028571428571428,0.126,0.0,0.8734285714285714,0.936,0.792
TSLA2022-04-07,-0.11963333333333333,0.5411,-0.7469,0.04466666666666667,0.134,0.0,0.058666666666666666,0.133,0.0,0.8966666666666666,0.957,0.866
TSLA2022-04-08,0.40725999999999996,0.872,-0.128,0.1306,0.306,0.06,0.014599999999999998,0.073,0.0,0.8544,0.937,0.694
TSLA2022-04-10,0.16793333333333335,0.4588,-0.2732,0.057333333333333326,0.086,0.0,0.039,0.068,0.0,0.9036666666666667,0.932,0.865
TSLA2022-04-11,-0.27686666666666665,0.0,-0.5574,0.02,0.06,0.0,0.06766666666666667,0.113,0.0,0.9119999999999999,1.0,0.849
TSLA2022-04-12,0.007883333333333345,0.4767,-0.7906,0.0415,0.141,0.0,0.042833333333333334,0.195,0.0,0.9156666666666666,1.0,0.797
TSLA2022-04-13,0.32975,0.8126,-0.1531,0.1605,0.267,0.054,0.0625,0.068,0.057,0.7765,0.878,0.675
TSLA2022-04-14,-0.12175555555555556,0.4019,-0.5216,0.020444444444444446,0.07,0.0,0.044000000000000004,0.132,0.0,0.9355555555555556,1.0,0.812
TSLA2022-04-15,0.44905,0.6249,0.2732,0.09899999999999999,0.141,0.057,0.0,0.0,0.0,0.901,0.943,0.859
UNH2022-03-15,0.39036,0.7906,-0.34,0.13340000000000002,0.267,0.0,0.0194,0.097,0.0,0.8472,1.0,0.733
UNH2022-03-16,0.3381,0.6124,0.0,0.08333333333333333,0.156,0.0,0.0,0.0,0.0,0.9166666666666666,1.0,0.844
UNH2022-03-17,0.20095,0.4019,0.0,0.0765,0.153,0.0,0.0275,0.055,0.0,0.896,1.0,0.792
UNH2022-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
UNH2022-03-19,-0.09935,0.0,-0.1987,0.043,0.086,0.0,0.067,0.134,0.0,0.89,1.0,0.78
UNH2022-03-21,0.3509333333333333,0.6124,0.0,0.077,0.152,0.0,0.0,0.0,0.0,0.923,1.0,0.848
UNH2022-03-22,0.16645,0.743,-0.0772,0.05325,0.16,0.0,0.0155,0.062,0.0,0.93125,1.0,0.84
UNH2022-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
UNH2022-03-24,0.27534000000000003,0.4939,0.0,0.059199999999999996,0.099,0.0,0.013800000000000002,0.069,0.0,0.9269999999999999,1.0,0.857
UNH2022-03-25,0.6249,0.6249,0.6249,0.183,0.183,0.183,0.053,0.053,0.053,0.763,0.763,0.763
UNH2022-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
UNH2022-03-27,0.16094999999999998,0.5719,-0.25,0.1065,0.107,0.106,0.078,0.156,0.0,0.8155,0.893,0.738
UNH2022-03-28,0.020850000000000007,0.7003,-0.25,0.06775,0.146,0.0,0.06275,0.129,0.0,0.8694999999999999,0.954,0.797
UNH2022-03-29,0.09169000000000002,0.7096,-0.5267,0.0546,0.164,0.0,0.0315,0.116,0.0,0.9138999999999999,1.0,0.797
UNH2022-03-30,0.43226,0.7783,0.0,0.1176,0.214,0.0,0.012199999999999999,0.061,0.0,0.8702,1.0,0.786
UNH2022-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
UNH2022-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
UNH2022-04-04,0.2356,0.7964,-0.3252,0.112,0.224,0.0,0.035,0.07,0.0,0.853,0.93,0.776
UNH2022-04-05,0.31139999999999995,0.6486,-0.0258,0.131,0.181,0.081,0.055,0.11,0.0,0.8140000000000001,0.819,0.809
UNH2022-04-06,0.3818,0.3818,0.3818,0.107,0.107,0.107,0.0,0.0,0.0,0.893,0.893,0.893
UNH2022-04-07,0.5204333333333334,0.9686,0.0,0.19533333333333333,0.479,0.0,0.0,0.0,0.0,0.8046666666666668,1.0,0.521
UNH2022-04-08,-0.11453333333333333,0.4588,-0.5719,0.025166666666666667,0.088,0.0,0.043666666666666666,0.101,0.0,0.9311666666666666,1.0,0.859
UNH2022-04-09,0.1591,0.3182,0.0,0.064,0.128,0.0,0.035,0.07,0.0,0.901,1.0,0.802
UNH2022-04-10,0.449525,0.7269,0.0,0.122,0.267,0.0,0.02275,0.091,0.0,0.8552500000000001,1.0,0.642
UNH2022-04-11,-0.10442,0.1779,-0.3818,0.024,0.074,0.0,0.036199999999999996,0.112,0.0,0.9398,1.0,0.842
UNH2022-04-12,0.3589,0.7178,0.0,0.0835,0.167,0.0,0.0,0.0,0.0,0.9165,1.0,0.833
UNH2022-04-13,0.413175,0.7096,0.0,0.111,0.177,0.0,0.01375,0.055,0.0,0.875,1.0,0.823
UNH2022-04-14,0.17365714285714287,0.7717,-0.4404,0.055142857142857146,0.222,0.0,0.013142857142857142,0.104,0.0,0.9317142857142857,1.0,0.778
UNH2022-04-15,0.6383,0.8948,0.3818,0.167,0.252,0.082,0.0,0.0,0.0,0.833,0.918,0.748
UPS2022-03-15,0.39398,0.7096,0.0,0.0938,0.173,0.0,0.0,0.0,0.0,0.9061999999999999,1.0,0.827
UPS2022-03-16,0.1941,0.4152,0.0,0.036250000000000004,0.077,0.0,0.0,0.0,0.0,0.96375,1.0,0.923
UPS2022-03-17,0.0516,0.0516,0.0516,0.053,0.053,0.053,0.048,0.048,0.048,0.899,0.899,0.899
UPS2022-03-18,0.003639999999999981,0.6072,-0.8225,0.06420000000000001,0.121,0.0,0.0618,0.183,0.0,0.874,0.964,0.804
UPS2022-03-19,-0.2314,0.0,-0.4628,0.023,0.046,0.0,0.061,0.122,0.0,0.9159999999999999,1.0,0.832
UPS2022-03-20,0.17,0.34,0.0,0.033,0.066,0.0,0.0,0.0,0.0,0.9670000000000001,1.0,0.934
UPS2022-03-21,0.2591666666666667,0.7003,0.0,0.06899999999999999,0.142,0.0,0.019,0.057,0.0,0.9123333333333333,1.0,0.858
UPS2022-03-22,0.4432666666666667,0.7579,0.0,0.12133333333333333,0.209,0.0,0.018333333333333333,0.055,0.0,0.8603333333333333,1.0,0.736
UPS2022-03-23,0.27919999999999995,0.6597,0.0,0.07033333333333333,0.157,0.0,0.0,0.0,0.0,0.9296666666666665,1.0,0.843
UPS2022-03-24,-0.05745,0.4019,-0.4019,0.0625,0.095,0.0,0.07325,0.118,0.0,0.86425,0.922,0.787
UPS2022-03-25,0.13724999999999998,0.7841,-0.9331,0.09675,0.203,0.0,0.089,0.31,0.0,0.81425,0.892,0.69
UPS2022-03-26,0.48968,0.8038,0.1779,0.1302,0.215,0.061,0.0,0.0,0.0,0.8698,0.939,0.785
UPS2022-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
UPS2022-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
UPS2022-03-29,0.2285,0.8402,-0.6486,0.136,0.25,0.064,0.065,0.195,0.0,0.799,0.906,0.741
UPS2022-03-30,0.37358,0.9118,-0.2023,0.151,0.298,0.0,0.0314,0.157,0.0,0.8176,1.0,0.702
UPS2022-03-31,0.17124999999999999,0.6805,-0.3007,0.0805,0.197,0.0,0.03925,0.063,0.0,0.8805000000000001,0.961,0.769
UPS2022-04-01,-0.055755555555555544,0.6908,-0.8016,0.043333333333333335,0.155,0.0,0.06655555555555555,0.19,0.0,0.8901111111111111,1.0,0.81
