unique_key,mean_compound,max_compound,min_compound,mean_positive,max_positive,min_positive,mean_negative,max_negative,min_negative,mean_neutral,max_neutral,min_neutral
NEE2022-04-07,0.20301428571428573,0.8248,-0.128,0.06357142857142857,0.197,0.0,0.022,0.086,0.0,0.9142857142857143,1.0,0.735
NEE2022-04-10,0.126925,0.6124,-0.1779,0.112,0.177,0.066,0.07575,0.135,0.0,0.81175,0.865,0.687
NEE2022-04-11,-0.6597,-0.6597,-0.6597,0.0,0.0,0.0,0.157,0.157,0.157,0.843,0.843,0.843
NEE2022-04-12,-0.30578,0.2732,-0.9136,0.0308,0.089,0.0,0.11259999999999999,0.316,0.0,0.8564,1.0,0.594
NEE2022-04-13,0.6582,0.8074,0.5423,0.17666666666666667,0.229,0.13,0.024333333333333332,0.073,0.0,0.799,0.87,0.756
NEE2022-04-14,-0.022499999999999992,0.2732,-0.3182,0.056,0.057,0.055,0.043,0.086,0.0,0.901,0.943,0.859
NEE2022-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
NFLX2022-03-15,-0.19676,0.4767,-0.5994,0.0216,0.108,0.0,0.0622,0.145,0.0,0.9161999999999999,1.0,0.855
NFLX2022-03-16,0.032299999999999995,0.25,-0.1531,0.050333333333333334,0.092,0.0,0.038,0.076,0.0,0.9116666666666666,1.0,0.865
NFLX2022-03-17,0.18191249999999998,0.886,-0.6124,0.10212500000000001,0.251,0.0,0.052375,0.126,0.0,0.8455,0.963,0.707
NFLX2022-03-18,0.30006,0.7297,0.0,0.07880000000000001,0.213,0.0,0.0254,0.065,0.0,0.8958,1.0,0.722
NFLX2022-03-19,0.2165,0.4588,-0.0258,0.08549999999999999,0.088,0.083,0.043,0.086,0.0,0.8714999999999999,0.912,0.831
NFLX2022-03-20,-0.03605,0.1779,-0.25,0.0815,0.096,0.067,0.08449999999999999,0.092,0.077,0.8345,0.842,0.827
NFLX2022-03-21,0.03881666666666667,0.4951,-0.6022,0.03833333333333334,0.137,0.0,0.0315,0.133,0.0,0.9303333333333333,1.0,0.808
NFLX2022-03-22,-0.6486,-0.6486,-0.6486,0.0,0.0,0.0,0.118,0.118,0.118,0.882,0.882,0.882
NFLX2022-03-23,0.43938,0.6908,-0.34,0.1242,0.178,0.0,0.029600000000000005,0.082,0.0,0.8460000000000001,0.934,0.773
NFLX2022-03-24,0.6866,0.7474,0.6249,0.1605,0.177,0.149,0.01075,0.043,0.0,0.82875,0.851,0.78
NFLX2022-03-25,-0.17592000000000002,0.4215,-0.4995,0.0636,0.131,0.0,0.0946,0.168,0.0,0.842,1.0,0.719
NFLX2022-03-26,-0.27640000000000003,0.0516,-0.4404,0.024666666666666667,0.074,0.0,0.07233333333333333,0.077,0.069,0.903,0.929,0.857
NFLX2022-03-28,0.4226875,0.8885,-0.2023,0.128625,0.251,0.0,0.034,0.098,0.0,0.83725,1.0,0.701
NFLX2022-03-29,0.1366,0.2732,0.0,0.067,0.134,0.0,0.0445,0.089,0.0,0.889,1.0,0.778
NFLX2022-03-30,0.23306666666666664,0.6808,-0.4404,0.09400000000000001,0.157,0.0,0.02766666666666667,0.083,0.0,0.8783333333333333,0.917,0.843
NFLX2022-03-31,0.32,0.6808,-0.1796,0.14433333333333334,0.2,0.083,0.07433333333333333,0.167,0.0,0.781,0.917,0.682
NFLX2022-04-01,0.07144999999999999,0.296,-0.1531,0.1175,0.172,0.063,0.08499999999999999,0.09,0.08,0.7975,0.857,0.738
NFLX2022-04-03,0.030166666666666658,0.743,-0.9485,0.09333333333333334,0.169,0.049,0.10866666666666668,0.326,0.0,0.7976666666666666,0.937,0.625
NFLX2022-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
NFLX2022-04-05,0.6204,0.6204,0.6204,0.176,0.176,0.176,0.05,0.05,0.05,0.774,0.774,0.774
NFLX2022-04-06,0.23459999999999998,0.5719,-0.1027,0.081,0.117,0.045,0.028,0.056,0.0,0.891,0.899,0.883
NFLX2022-04-07,-0.21045,-0.1027,-0.3182,0.0885,0.113,0.064,0.113,0.128,0.098,0.7985,0.808,0.789
NFLX2022-04-08,0.28295,0.5659,0.0,0.0635,0.127,0.0,0.0,0.0,0.0,0.9365,1.0,0.873
NFLX2022-04-09,-0.4404,-0.4404,-0.4404,0.0,0.0,0.0,0.083,0.083,0.083,0.917,0.917,0.917
NFLX2022-04-10,0.2263,0.2263,0.2263,0.099,0.099,0.099,0.101,0.101,0.101,0.8,0.8,0.8
NFLX2022-04-11,0.3831,0.7269,-0.296,0.11966666666666666,0.209,0.0,0.04066666666666666,0.061,0.0,0.8396666666666667,0.939,0.73
NFLX2022-04-12,-0.14864285714285713,0.6808,-0.6652,0.04171428571428571,0.157,0.0,0.06457142857142857,0.19,0.0,0.8935714285714286,1.0,0.723
NFLX2022-04-13,0.0741,0.6249,-0.4767,0.077,0.154,0.0,0.0455,0.091,0.0,0.8775,0.909,0.846
NFLX2022-04-14,0.3714,0.6249,0.0,0.09225,0.183,0.0,0.025750000000000002,0.053,0.0,0.8815,1.0,0.763
NFLX2022-04-15,0.09159999999999999,0.6808,-0.34,0.07375,0.177,0.0,0.051500000000000004,0.082,0.0,0.87475,0.958,0.767
NKE2022-03-14,-0.4767,-0.4767,-0.4767,0.047,0.047,0.047,0.101,0.101,0.101,0.853,0.853,0.853
NKE2022-03-15,-0.18226666666666666,0.3818,-0.5267,0.036666666666666674,0.069,0.0,0.059,0.107,0.0,0.9043333333333333,0.931,0.852
NKE2022-03-16,0.4545333333333333,0.7512,0.0,0.10633333333333334,0.163,0.0,0.0,0.0,0.0,0.8936666666666667,1.0,0.837
NKE2022-03-17,0.4568,0.9136,0.0,0.134,0.268,0.0,0.0,0.0,0.0,0.866,1.0,0.732
NKE2022-03-18,0.012628571428571442,0.6344,-0.6908,0.07828571428571429,0.132,0.0,0.08614285714285715,0.194,0.0,0.8355714285714286,0.882,0.726
NKE2022-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
NKE2022-03-20,0.023619999999999995,0.6249,-0.4939,0.0598,0.183,0.0,0.0506,0.151,0.0,0.8894,1.0,0.763
NKE2022-03-21,0.07842857142857142,0.4404,-0.296,0.05285714285714286,0.11,0.0,0.04,0.14,0.0,0.9071428571428571,1.0,0.75
NKE2022-03-22,0.16894166666666666,0.8126,-0.5267,0.09349999999999999,0.233,0.0,0.050583333333333334,0.149,0.0,0.8559166666666668,1.0,0.762
NKE2022-03-23,0.329975,0.7964,-0.1531,0.11374999999999999,0.213,0.046,0.026250000000000002,0.063,0.0,0.86,0.907,0.787
NKE2022-03-24,-0.3409,-0.25,-0.4767,0.0,0.0,0.0,0.06966666666666667,0.084,0.059,0.9303333333333333,0.941,0.916
NKE2022-03-25,0.39367142857142856,0.7677,0.0,0.10642857142857143,0.226,0.0,0.016142857142857143,0.074,0.0,0.8774285714285714,1.0,0.735
NKE2022-03-26,0.5127200000000001,0.7096,0.34,0.1376,0.178,0.073,0.0448,0.108,0.0,0.8176,0.927,0.746
NKE2022-03-28,0.39495,0.4939,0.296,0.11800000000000001,0.138,0.098,0.0495,0.055,0.044,0.8325,0.858,0.807
NKE2022-03-29,0.35896666666666666,0.6597,0.0772,0.10533333333333333,0.153,0.072,0.02766666666666667,0.083,0.0,0.867,0.928,0.826
NKE2022-03-30,-0.4404,-0.4404,-0.4404,0.0,0.0,0.0,0.086,0.086,0.086,0.914,0.914,0.914
NKE2022-03-31,0.5023,0.5023,0.5023,0.079,0.079,0.079,0.0,0.0,0.0,0.921,0.921,0.921
NKE2022-04-01,-0.10115,0.0,-0.2023,0.029,0.058,0.0,0.0405,0.081,0.0,0.9305,1.0,0.861
NKE2022-04-02,0.4404,0.4404,0.4404,0.088,0.088,0.088,0.0,0.0,0.0,0.912,0.912,0.912
NKE2022-04-03,0.38275000000000003,0.6124,0.1531,0.0915,0.143,0.04,0.0,0.0,0.0,0.9085,0.96,0.857
NKE2022-04-04,0.37929999999999997,0.4404,0.3182,0.0885,0.096,0.081,0.0,0.0,0.0,0.9115,0.919,0.904
NKE2022-04-06,0.14038571428571428,0.6249,-0.25,0.07871428571428571,0.183,0.041,0.04914285714285714,0.108,0.0,0.872,0.935,0.763
NKE2022-04-07,0.08578000000000001,0.3612,-0.4062,0.0396,0.091,0.0,0.013800000000000002,0.069,0.0,0.9465999999999999,1.0,0.909
NKE2022-04-08,0.6369,0.6369,0.6369,0.148,0.148,0.148,0.0,0.0,0.0,0.852,0.852,0.852
NKE2022-04-11,0.7096,0.7096,0.7096,0.165,0.165,0.165,0.0,0.0,0.0,0.835,0.835,0.835
NKE2022-04-12,-0.3454,0.0,-0.6908,0.0445,0.048,0.041,0.10850000000000001,0.169,0.048,0.847,0.904,0.79
NKE2022-04-14,0.26311666666666667,0.4404,0.0,0.051666666666666666,0.091,0.0,0.0,0.0,0.0,0.9483333333333334,1.0,0.909
NKE2022-04-15,0.24713333333333334,0.6249,-0.2235,0.06433333333333334,0.127,0.0,0.017666666666666667,0.053,0.0,0.918,0.947,0.873
NVDA2022-03-14,-0.5719,-0.5719,-0.5719,0.0,0.0,0.0,0.135,0.135,0.135,0.865,0.865,0.865
NVDA2022-03-15,-0.3538333333333334,0.0,-0.7003,0.02033333333333333,0.061,0.0,0.09000000000000001,0.167,0.0,0.8896666666666667,1.0,0.833
NVDA2022-03-16,0.6018249999999999,0.8225,0.296,0.13375,0.207,0.066,0.0,0.0,0.0,0.86625,0.934,0.793
NVDA2022-03-17,0.23835,0.4767,0.0,0.047,0.094,0.0,0.0,0.0,0.0,0.9530000000000001,1.0,0.906
NVDA2022-03-18,0.2845666666666667,0.7003,-0.1531,0.09416666666666666,0.182,0.0,0.027833333333333335,0.068,0.0,0.878,0.957,0.818
NVDA2022-03-19,-0.1357,0.0,-0.2714,0.0,0.0,0.0,0.0275,0.055,0.0,0.9724999999999999,1.0,0.945
NVDA2022-03-20,0.2133,0.8481,-0.4215,0.1525,0.235,0.07,0.073,0.146,0.0,0.7745,0.784,0.765
NVDA2022-03-21,0.765,0.765,0.765,0.197,0.197,0.197,0.0,0.0,0.0,0.803,0.803,0.803
NVDA2022-03-22,-0.16462499999999997,0.25,-0.5267,0.06575,0.113,0.0,0.07525,0.152,0.0,0.859,1.0,0.735
NVDA2022-03-23,0.52275,0.8779,0.296,0.137,0.265,0.075,0.015,0.06,0.0,0.848,0.925,0.735
NVDA2022-03-24,-0.06727999999999999,0.8074,-0.4019,0.0392,0.196,0.0,0.047599999999999996,0.082,0.0,0.9132,1.0,0.804
NVDA2022-03-25,0.45492,0.8442,0.0,0.11680000000000001,0.233,0.0,0.0,0.0,0.0,0.8832000000000001,1.0,0.767
NVDA2022-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
NVDA2022-03-28,0.5246,0.9001,0.0,0.14125,0.286,0.0,0.0,0.0,0.0,0.85875,1.0,0.714
NVDA2022-03-29,0.22708571428571428,0.7579,-0.6124,0.08771428571428572,0.205,0.0,0.03585714285714286,0.128,0.0,0.8765714285714286,1.0,0.728
NVDA2022-03-30,-0.11777499999999999,0.1531,-0.4404,0.0255,0.059,0.0,0.04,0.081,0.0,0.9345,1.0,0.862
NVDA2022-03-31,0.1397,0.1397,0.1397,0.085,0.085,0.085,0.038,0.038,0.038,0.878,0.878,0.878
NVDA2022-04-01,0.05103333333333334,0.1531,0.0,0.02033333333333333,0.061,0.0,0.015,0.045,0.0,0.9646666666666667,1.0,0.894
NVDA2022-04-02,0.012650000000000002,0.128,-0.1027,0.0255,0.051,0.0,0.0185,0.037,0.0,0.956,0.963,0.949
NVDA2022-04-03,-0.317,0.0,-0.5106,0.024999999999999998,0.075,0.0,0.07333333333333332,0.149,0.0,0.9016666666666667,1.0,0.776
NVDA2022-04-04,0.28243999999999997,0.6486,0.0,0.08,0.155,0.0,0.0206,0.064,0.0,0.8994,1.0,0.845
NVDA2022-04-05,-0.21075,0.0,-0.4215,0.063,0.083,0.043,0.0875,0.092,0.083,0.849,0.865,0.833
NVDA2022-04-06,-0.02121666666666666,0.5984,-0.6808,0.044500000000000005,0.14,0.0,0.049666666666666665,0.172,0.0,0.9058333333333333,1.0,0.828
NVDA2022-04-07,0.148625,0.743,-0.7469,0.084,0.196,0.0,0.03325,0.133,0.0,0.88275,1.0,0.804
NVDA2022-04-08,0.17657499999999998,0.7096,-0.743,0.08475,0.164,0.0,0.06325,0.213,0.0,0.852,0.935,0.787
NVDA2022-04-09,0.7845,0.7845,0.7845,0.214,0.214,0.214,0.0,0.0,0.0,0.786,0.786,0.786
NVDA2022-04-11,-0.007150000000000014,0.4033,-0.5106,0.10525000000000001,0.137,0.057,0.1055,0.142,0.048,0.789,0.826,0.726
NVDA2022-04-12,-0.03659999999999998,0.5106,-0.4019,0.0595,0.096,0.0,0.0565,0.089,0.0,0.884,0.92,0.815
NVDA2022-04-13,0.15153333333333333,0.5267,-0.1779,0.09533333333333334,0.128,0.062,0.04666666666666666,0.089,0.0,0.858,0.887,0.815
NVDA2022-04-14,-0.015966666666666685,0.5267,-0.4215,0.05333333333333334,0.106,0.0,0.052,0.088,0.0,0.8946666666666667,0.912,0.878
ORCL2022-03-14,0.6124,0.6124,0.6124,0.105,0.105,0.105,0.0,0.0,0.0,0.895,0.895,0.895
ORCL2022-03-15,0.026099999999999998,0.9423,-0.4767,0.108,0.371,0.0,0.056749999999999995,0.141,0.0,0.8355,1.0,0.629
ORCL2022-03-16,0.59755,0.7184,0.4767,0.16699999999999998,0.206,0.128,0.0,0.0,0.0,0.833,0.872,0.794
ORCL2022-03-17,0.7096,0.7096,0.7096,0.187,0.187,0.187,0.0,0.0,0.0,0.813,0.813,0.813
ORCL2022-03-18,0.3286,0.3612,0.296,0.07250000000000001,0.079,0.066,0.0,0.0,0.0,0.9275,0.934,0.921
ORCL2022-03-20,0.1779,0.1779,0.1779,0.05,0.05,0.05,0.0,0.0,0.0,0.95,0.95,0.95
ORCL2022-03-21,0.46996666666666664,0.7096,0.0,0.11866666666666666,0.179,0.0,0.011333333333333334,0.034,0.0,0.8696666666666667,1.0,0.788
ORCL2022-03-22,0.13811428571428572,0.6486,0.0,0.030714285714285715,0.146,0.0,0.0,0.0,0.0,0.9692857142857143,1.0,0.854
ORCL2022-03-23,-0.15595,0.0,-0.4215,0.03075,0.064,0.0,0.05625,0.117,0.0,0.913,1.0,0.819
ORCL2022-03-24,0.18213333333333334,0.2732,0.0,0.04,0.06,0.0,0.0,0.0,0.0,0.96,1.0,0.94
ORCL2022-03-25,0.6652,0.6652,0.6652,0.141,0.141,0.141,0.0,0.0,0.0,0.859,0.859,0.859
ORCL2022-03-26,0.4872000000000001,0.5106,0.4404,0.10799999999999998,0.118,0.088,0.0,0.0,0.0,0.892,0.912,0.882
ORCL2022-03-28,0.34,0.34,0.34,0.079,0.079,0.079,0.0,0.0,0.0,0.921,0.921,0.921
ORCL2022-03-29,0.19515,0.743,-0.3182,0.066,0.164,0.0,0.01725,0.069,0.0,0.91675,0.95,0.836
ORCL2022-03-30,0.23343333333333335,0.7003,0.0,0.06633333333333334,0.199,0.0,0.018333333333333333,0.055,0.0,0.9153333333333333,1.0,0.746
ORCL2022-03-31,0.279,0.5856,-0.1796,0.14466666666666667,0.157,0.127,0.05566666666666667,0.167,0.0,0.7993333333333333,0.873,0.682
ORCL2022-04-01,0.31245,0.6249,0.0,0.1145,0.229,0.0,0.048,0.096,0.0,0.8375,1.0,0.675
ORCL2022-04-02,0.4404,0.4404,0.4404,0.106,0.106,0.106,0.0,0.0,0.0,0.894,0.894,0.894
ORCL2022-04-03,0.6705,0.6705,0.6705,0.18,0.18,0.18,0.0,0.0,0.0,0.82,0.82,0.82
ORCL2022-04-04,0.41605555555555557,0.8316,-0.4585,0.13611111111111113,0.259,0.0,0.019666666666666666,0.103,0.0,0.8442222222222222,0.903,0.741
ORCL2022-04-05,0.14655,0.34,-0.0498,0.06225,0.1,0.0,0.037,0.105,0.0,0.9005000000000001,1.0,0.795
ORCL2022-04-06,0.3015833333333333,0.6908,-0.5574,0.07816666666666668,0.16,0.0,0.022166666666666668,0.133,0.0,0.8996666666666666,0.935,0.84
ORCL2022-04-07,0.2772875,0.9153,-0.6652,0.1095,0.356,0.0,0.01375,0.11,0.0,0.87675,1.0,0.644
ORCL2022-04-08,0.5760333333333333,0.9081,0.3612,0.16033333333333333,0.323,0.07,0.0,0.0,0.0,0.8396666666666667,0.93,0.677
ORCL2022-04-11,0.25581666666666664,0.836,0.0,0.08524999999999999,0.226,0.0,0.018000000000000002,0.138,0.0,0.8967499999999999,1.0,0.711
ORCL2022-04-12,-0.05459999999999998,0.4767,-0.5859,0.0705,0.141,0.0,0.104,0.146,0.062,0.8255,0.854,0.797
ORCL2022-04-13,0.18156666666666665,0.9022,-0.6757,0.16933333333333334,0.353,0.042,0.06566666666666666,0.142,0.0,0.7646666666666667,0.831,0.647
ORCL2022-04-14,0.23632,0.7845,-0.2023,0.0946,0.233,0.0,0.019200000000000002,0.096,0.0,0.8862,1.0,0.767
ORCL2022-04-15,-0.2584,-0.2584,-0.2584,0.0,0.0,0.0,0.068,0.068,0.068,0.932,0.932,0.932
PEP2022-03-14,-0.05210000000000001,0.4019,-0.7964,0.081,0.186,0.0,0.128,0.233,0.0,0.791,0.943,0.663
PEP2022-03-15,0.18443333333333334,0.7947,-0.7181,0.09066666666666667,0.181,0.0,0.064,0.154,0.0,0.8453333333333334,0.909,0.781
PEP2022-03-16,0.1468,0.4404,0.0,0.03166666666666667,0.095,0.0,0.016333333333333335,0.049,0.0,0.952,1.0,0.856
PEP2022-03-17,0.6427499999999999,0.6486,0.6369,0.14150000000000001,0.164,0.119,0.0,0.0,0.0,0.8585,0.881,0.836
PEP2022-03-18,0.490625,0.8402,0.0667,0.153,0.222,0.099,0.0475,0.143,0.0,0.7995,0.858,0.708
PEP2022-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
PEP2022-03-20,0.2013,0.5267,0.0,0.047999999999999994,0.089,0.0,0.015333333333333332,0.046,0.0,0.9366666666666666,1.0,0.899
PEP2022-03-23,0.0,0.0,0.0,0.047,0.094,0.0,0.047,0.094,0.0,0.906,1.0,0.812
PEP2022-03-27,-0.6808,-0.6808,-0.6808,0.0,0.0,0.0,0.116,0.116,0.116,0.884,0.884,0.884
PEP2022-03-31,0.30529999999999996,0.5719,0.0387,0.0685,0.107,0.03,0.0,0.0,0.0,0.9315,0.97,0.893
PEP2022-04-01,0.1613,0.1613,0.1613,0.081,0.081,0.081,0.09,0.09,0.09,0.829,0.829,0.829
PEP2022-04-02,0.7043166666666667,0.9042,0.296,0.2315,0.309,0.104,0.03283333333333333,0.071,0.0,0.7353333333333333,0.827,0.654
PEP2022-04-04,0.24830000000000002,0.5106,0.0,0.1055,0.178,0.0,0.0425,0.1,0.0,0.852,1.0,0.752
PEP2022-04-05,0.48352222222222224,0.8442,-0.0772,0.165,0.25,0.086,0.03977777777777777,0.181,0.0,0.7951111111111112,0.914,0.665
PEP2022-04-06,0.08790000000000002,0.7003,-0.296,0.051666666666666666,0.155,0.0,0.03366666666666667,0.059,0.0,0.9146666666666666,0.958,0.845
PEP2022-04-07,0.69102,0.8126,0.5574,0.1822,0.242,0.128,0.041800000000000004,0.073,0.0,0.776,0.872,0.685
PEP2022-04-08,0.2758888888888889,0.8555,-0.8625,0.082,0.219,0.0,0.05366666666666667,0.449,0.0,0.8643333333333333,1.0,0.551
PEP2022-04-09,0.06709999999999999,0.7003,-0.5574,0.079,0.149,0.0,0.06475,0.193,0.0,0.85625,0.934,0.725
PEP2022-04-10,0.4362272727272727,0.8776,-0.7131,0.13045454545454546,0.309,0.0,0.029636363636363638,0.161,0.0,0.8398181818181818,1.0,0.683
PEP2022-04-11,-0.32315,-0.0415,-0.4875,0.02275,0.091,0.0,0.10375,0.144,0.069,0.8732500000000001,0.931,0.764
PEP2022-04-12,0.07542222222222222,0.4939,-0.3612,0.059888888888888894,0.138,0.0,0.05077777777777778,0.099,0.0,0.8891111111111112,1.0,0.779
PEP2022-04-13,0.5243714285714286,0.9549,-0.4215,0.15814285714285714,0.362,0.0,0.010857142857142857,0.076,0.0,0.8310000000000001,0.931,0.638
PEP2022-04-14,0.17315,0.8225,-0.471,0.15150000000000002,0.309,0.0,0.08175,0.163,0.0,0.76675,0.928,0.575
PFE2022-03-14,0.2732,0.2732,0.2732,0.072,0.072,0.072,0.0,0.0,0.0,0.928,0.928,0.928
PFE2022-03-15,-0.007266666666666681,0.3182,-0.34,0.022333333333333334,0.067,0.0,0.024666666666666667,0.074,0.0,0.953,1.0,0.926
PFE2022-03-16,0.025733333333333334,0.0772,0.0,0.012333333333333333,0.037,0.0,0.0,0.0,0.0,0.9876666666666667,1.0,0.963
PFE2022-03-17,0.33140000000000003,0.4019,0.2609,0.1085,0.153,0.064,0.0275,0.055,0.0,0.8640000000000001,0.936,0.792
PFE2022-03-18,0.22693333333333332,0.6808,0.0,0.04699999999999999,0.141,0.0,0.0,0.0,0.0,0.953,1.0,0.859
PFE2022-03-19,-0.09620000000000004,0.3182,-0.5106,0.039,0.078,0.0,0.044,0.088,0.0,0.917,0.922,0.912
PFE2022-03-20,0.07265000000000005,0.672,-0.5267,0.1035,0.207,0.0,0.0925,0.128,0.057,0.804,0.872,0.736
PFE2022-03-21,0.5965499999999999,0.6908,0.5023,0.1325,0.151,0.114,0.0,0.0,0.0,0.8674999999999999,0.886,0.849
PFE2022-03-22,-0.0948,0.4939,-0.7783,0.034333333333333334,0.103,0.0,0.06333333333333334,0.19,0.0,0.9023333333333333,1.0,0.81
PFE2022-03-23,0.5574,0.5574,0.5574,0.13,0.13,0.13,0.0,0.0,0.0,0.87,0.87,0.87
PFE2022-03-24,0.10664,0.5499,-0.5423,0.0486,0.128,0.0,0.0268,0.134,0.0,0.9246000000000001,1.0,0.866
PFE2022-03-25,0.14,0.296,0.0,0.040999999999999995,0.103,0.0,0.01325,0.053,0.0,0.94575,1.0,0.844
PFE2022-03-26,0.25,0.25,0.25,0.077,0.077,0.077,0.05,0.05,0.05,0.873,0.873,0.873
PFE2022-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
PFE2022-03-28,0.364375,0.5617,0.0,0.10550000000000001,0.184,0.0,0.027,0.064,0.0,0.8674999999999999,1.0,0.752
PFE2022-03-29,0.18385,0.6249,-0.3818,0.06525,0.183,0.0,0.02325,0.08,0.0,0.911375,1.0,0.763
PFE2022-03-30,0.239825,0.5574,0.0,0.046,0.11,0.0,0.0,0.0,0.0,0.9540000000000001,1.0,0.89
PFE2022-03-31,-0.2732,-0.2732,-0.2732,0.0,0.0,0.0,0.068,0.068,0.068,0.932,0.932,0.932
PFE2022-04-01,0.43693333333333334,0.802,-0.2263,0.14933333333333335,0.272,0.0,0.03566666666666667,0.058,0.0,0.815,0.942,0.679
PFE2022-04-04,0.1027,0.1027,0.1027,0.049,0.049,0.049,0.0,0.0,0.0,0.951,0.951,0.951
PFE2022-04-05,0.5339999999999999,0.6486,0.4767,0.124,0.164,0.088,0.0,0.0,0.0,0.876,0.912,0.836
PFE2022-04-06,0.28018,0.6249,-0.3818,0.08020000000000001,0.154,0.0,0.0236,0.118,0.0,0.8962,1.0,0.846
PFE2022-04-07,0.43183,0.8225,0.0,0.09290000000000001,0.202,0.0,0.0,0.0,0.0,0.9071,1.0,0.798
PFE2022-04-08,0.26095999999999997,0.5574,0.0,0.0546,0.104,0.0,0.0,0.0,0.0,0.9454,1.0,0.896
PFE2022-04-09,0.09375,0.7504,-0.5719,0.09575,0.257,0.0,0.078,0.125,0.0,0.82625,0.917,0.639
PFE2022-04-11,0.12885,0.6486,-0.6486,0.08116666666666666,0.183,0.0,0.056999999999999995,0.195,0.0,0.8616666666666667,1.0,0.763
PFE2022-04-12,0.09866666666666667,0.296,0.0,0.019333333333333334,0.058,0.0,0.0,0.0,0.0,0.9806666666666667,1.0,0.942
PFE2022-04-13,0.131925,0.6808,-0.1531,0.08099999999999999,0.205,0.0,0.043,0.109,0.0,0.87575,1.0,0.732
PFE2022-04-14,0.20076666666666668,0.7506,-0.4215,0.08566666666666667,0.192,0.0,0.041,0.123,0.0,0.8733333333333334,0.935,0.808
PFE2022-04-15,0.3818,0.3818,0.3818,0.069,0.069,0.069,0.0,0.0,0.0,0.931,0.931,0.931
PG2022-03-14,0.9001,0.9001,0.9001,0.31,0.31,0.31,0.0,0.0,0.0,0.69,0.69,0.69
PG2022-03-15,-0.026399999999999996,0.2168,-0.296,0.014333333333333332,0.043,0.0,0.024333333333333332,0.073,0.0,0.9613333333333333,1.0,0.927
PG2022-03-16,0.1895,0.6908,0.0,0.06016666666666667,0.193,0.0,0.01916666666666667,0.115,0.0,0.9206666666666666,1.0,0.782
PG2022-03-17,0.6935666666666668,0.8271,0.5106,0.21433333333333335,0.251,0.191,0.049999999999999996,0.15,0.0,0.7356666666666666,0.809,0.649
PG2022-03-18,0.21075,0.4215,0.0,0.0455,0.091,0.0,0.0,0.0,0.0,0.9545,1.0,0.909
PG2022-03-19,0.52235,0.5859,0.4588,0.14200000000000002,0.151,0.133,0.0,0.0,0.0,0.858,0.867,0.849
PG2022-03-20,0.1531,0.1531,0.1531,0.116,0.116,0.116,0.073,0.073,0.073,0.811,0.811,0.811
PG2022-03-21,-0.25724,0.0,-0.5106,0.0098,0.049,0.0,0.05620000000000001,0.118,0.0,0.9339999999999999,1.0,0.851
PG2022-03-22,0.142175,0.9042,-0.8294,0.09974999999999999,0.289,0.0,0.0565,0.226,0.0,0.84375,1.0,0.711
PG2022-03-23,-0.4146666666666667,0.0,-0.8225,0.016333333333333335,0.049,0.0,0.10733333333333334,0.231,0.0,0.8763333333333333,1.0,0.769
PG2022-03-24,0.4215,0.4215,0.4215,0.15,0.15,0.15,0.069,0.069,0.069,0.78,0.78,0.78
PG2022-03-25,0.4316,0.4417,0.4215,0.092,0.093,0.091,0.0,0.0,0.0,0.908,0.909,0.907
PG2022-03-26,-0.28259999999999996,0.3182,-0.8834,0.03,0.06,0.0,0.128,0.256,0.0,0.842,0.94,0.744
PG2022-03-28,0.28636666666666666,0.8591,0.0,0.07266666666666667,0.218,0.0,0.0,0.0,0.0,0.9273333333333333,1.0,0.782
PG2022-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
PG2022-03-30,-0.0386,0.0,-0.0772,0.034,0.068,0.0,0.038,0.076,0.0,0.9279999999999999,1.0,0.856
PG2022-03-31,-0.24523999999999999,0.0772,-0.6908,0.018,0.053,0.0,0.06920000000000001,0.199,0.0,0.9128000000000001,1.0,0.801
PG2022-04-01,0.266625,0.4215,0.0,0.054,0.091,0.0,0.0,0.0,0.0,0.946,1.0,0.909
PG2022-04-02,-0.75005,-0.7351,-0.765,0.0,0.0,0.0,0.1735,0.176,0.171,0.8265,0.829,0.824
PG2022-04-03,0.8974,0.8974,0.8974,0.304,0.304,0.304,0.032,0.032,0.032,0.664,0.664,0.664
PG2022-04-04,0.38037499999999996,0.8744,-0.34,0.141,0.247,0.0,0.040499999999999994,0.102,0.0,0.81825,0.898,0.753
PG2022-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
PG2022-04-06,0.5362,0.6705,0.4019,0.10950000000000001,0.139,0.08,0.0,0.0,0.0,0.8905000000000001,0.92,0.861
PG2022-04-07,0.03477142857142857,0.6476,-0.5719,0.04371428571428572,0.168,0.0,0.026714285714285715,0.104,0.0,0.9295714285714285,1.0,0.832
