unique_key,sma,ema,mom,adx,natr,linreg,httrend,rsi,typprice,mfi,adosc,domcycle,dom_cyc_phs
UPS2022-03-03,208.65320654975042,207.39925992381987,11.085006713867188,6.318945079552439,2.6489299043468915,211.937842598008,1,53.14501782798473,213.49666849772134,47.956078781884116,-670511.115901947,19.24677204174585,33.48415112189292
UPS2022-03-04,208.75271877712674,207.4649904615304,8.956100463867188,6.258956732922414,2.673256645832458,211.85333195687502,0,52.65456371053523,209.54999796549478,46.57835513103287,-290703.90391886234,19.184964570585304,41.48727810940486
UPS2022-03-07,208.59435713026258,207.32685864206337,-14.252548217773438,6.214201696979985,2.8211859563707025,211.6707546285366,1,50.52577516638035,203.4366658528646,44.46576452236766,-1092993.714357257,19.181577643663044,47.358740595786
UPS2022-03-08,208.5250971476237,207.2407739172292,-6.2333984375,6.177865731075551,2.8134959495976055,211.46744909041968,1,51.01072528983265,203.46666971842447,45.872956330528645,-1343634.1982216835,19.23917135062596,50.23023714398755
UPS2022-03-09,208.4747309366862,207.2306469911208,-4.532958984375,6.137653621887655,2.76843325281002,211.453120081416,1,51.73372255186869,207.4566650390625,46.91008413547345,-1997678.9554314613,19.299182249156818,48.77574732983513
UPS2022-03-10,208.43352915445965,207.229533709465,-3.708160400390625,6.109991485037442,2.751211552857183,211.45015628800724,1,51.81906938731743,206.13666280110678,46.01433806645587,-1435558.0565917492,19.313533300391136,41.862618329035456
UPS2022-03-11,208.38409322102865,207.1563570102786,-4.4492340087890625,6.073150647931393,2.7941607397067467,211.25011374225548,1,51.07023752376397,205.59333292643228,45.9989365482736,-1669125.5954806805,19.280542220021665,31.371493734775157
UPS2022-03-14,208.3584208170573,207.09358000020123,-2.310516357421875,6.039013379273059,2.7884871073061532,211.0321778796968,1,51.157282413313666,205.4866689046224,45.99953876596507,-2060664.1305354834,19.206704843819992,18.286777043060056
UPS2022-03-15,208.3624540540907,207.16910568765388,0.3629913330078125,5.992990051756944,2.7124782875476474,211.16729237017321,1,52.48847073986048,209.4366658528646,46.225531523142784,-1394523.147223711,19.134734520551618,9.693435294512142
UPS2022-03-16,208.47054935031468,207.40494938455126,9.72857666015625,5.9400824470467,2.6297571525022265,211.5799505585425,1,53.98862810092906,216.1399943033854,46.3598372702136,-72152.6722599268,19.09803669378982,19.732623523873034
UPS2022-03-17,208.655197652181,207.73275285575275,16.61834716796875,5.910208105155538,2.5878684169735786,212.1238050300123,1,54.853146395475164,219.88333638509116,47.48217874729185,1523733.1364119053,19.014456143279897,53.76331594659821
UPS2022-03-18,208.79976874457466,207.99752749143505,13.011398315429688,5.8806657003965,2.616394664769521,212.56816621624364,1,54.26068727774109,219.27333068847656,46.69870764117427,2734490.3569607735,18.813334845993666,84.77617953366078
UPS2022-03-21,208.92353956434462,208.22966969071325,11.139373779296875,5.854401760866114,2.6264224129578198,212.96415614685878,1,53.97751721401743,219.10333251953125,45.98417528360082,2741182.6317961216,18.491794813502594,106.87299557130478
